OTUid,superkingdom,kingdom,phylum,class,order,family,genus,species
OTU1882,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Punavirus,Punavirus P1
OTU1884,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1885,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1888,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Myoviridae,,Rhodococcus phage E3
OTU1891,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1892,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1893,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1895,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1896,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Schizotequatrovirus,Schizotequatrovirus KVP40
OTU1897,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Schizotequatrovirus,Schizotequatrovirus vh7d
OTU1898,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Schizotequatrovirus,
OTU1899,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Ackermannviridae,Miltonvirus,Miltonvirus MAM1
OTU1903,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1904,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Myoviridae,,Shigella phage SfII
OTU1905,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Myoviridae,,Shigella phage SfIV
OTU1907,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1913,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Okubovirus,
OTU1914,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Kayvirus,Kayvirus G1
OTU1915,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1916,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1919,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1927,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU1929,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Kyanoviridae,Pontusvirus,Pontusvirus syn19
OTU1930,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,,Acinetobacter virus 133
OTU1932,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Lasallevirus,Acinetobacter virus Acj61
OTU1933,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Acajnonavirus,Acajnonavirus acj9
OTU1938,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tulanevirus,Tulanevirus aes12
OTU1939,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tulanevirus,Tulanevirus aes508
OTU1940,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Ceceduovirus,Ceceduovirus cc2
OTU1942,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tulanevirus,Tulanevirus as4
OTU1944,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Pseudotevenvirus,Pseudotevenvirus miller
OTU1945,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,
OTU1947,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Karamvirus,Karamvirus cc31
OTU1948,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,
OTU1950,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Dhakavirus,Dhakavirus ime08
OTU1951,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Dhakavirus,Dhakavirus JS10
OTU1953,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Krischvirus,Krischvirus jse
OTU1954,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Krischvirus,Krischvirus georgiaone
OTU1955,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus RB14
OTU1956,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Pseudotevenvirus,Pseudotevenvirus RB16
OTU1957,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus RB27
OTU1958,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus RB3
OTU1959,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus RB32
OTU1960,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Pseudotevenvirus,Pseudotevenvirus RB43
OTU1961,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Krischvirus,Krischvirus RB49
OTU1962,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus RB51
OTU1964,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus T4
OTU1965,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus ime09
OTU1966,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,
OTU1968,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,
OTU1969,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Pseudotevenvirus,Pseudotevenvirus lw1
OTU1970,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,
OTU1973,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus vtec
OTU1974,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Slopekvirus,Slopekvirus kp15
OTU1975,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Slopekvirus,Slopekvirus kp27
OTU1981,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,Tequatrovirus shfl2
OTU1984,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Tequatrovirus,
OTU1989,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Myoviridae,,Thermus phage TMA
OTU1990,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Myoviridae,,Thermus phage phiYS40
OTU1992,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Kayvirus,Kayvirus G1
OTU1993,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Kayvirus,Kayvirus G15
OTU1994,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Kayvirus,Kayvirus JD7
OTU1995,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Kayvirus,Kayvirus kay
OTU1996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Twortvirus,
OTU1997,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Kayvirus,Kayvirus P108
OTU1998,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Twortvirus,
OTU1999,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Twortvirus,
OTU2000,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Twortvirus,Twortvirus twort
OTU2001,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Kayvirus,Kayvirus SA12
OTU2002,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Twortvirus,
OTU2003,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Twortvirus,
OTU2006,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2007,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Ackermannviridae,Limestonevirus,Limestonevirus limestone
OTU2014,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Ackermannviridae,Agtrevirus,Agtrevirus AG3
OTU2015,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2018,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Friunavirus,Friunavirus AB3
OTU2019,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Friunavirus,Friunavirus Abp1
OTU2020,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2021,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2022,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2026,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Rountreeviridae,Rosenblumvirus,Rosenblumvirus GRCS
OTU2030,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Bacillus phage phBC6A52
OTU2031,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Lessievirus,Lessievirus bcep22
OTU2034,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Lessievirus,Lessievirus DC1
OTU2035,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Rauchvirus,
OTU2036,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Ryyoungvirus,Ryyoungvirus bcepC6B
OTU2040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Caroctavirus,Caroctavirus CR8
OTU2046,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2048,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Uetakevirus,
OTU2049,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Uetakevirus,Uetakevirus phiV10
OTU2050,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Uetakevirus,Uetakevirus epsilon15
OTU2053,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Podoviridae,,Escherichia phage KBNP135
OTU2056,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Hollowayvirus,Hollowayvirus F116
OTU2060,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Chopinvirus,Chopinvirus KSY1
OTU2065,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Bruynoghevirus,
OTU2066,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2068,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Schitoviridae,Jwalphavirus,Jwalphavirus jwalpha
OTU2069,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Schitoviridae,Presleyvirus,Presleyvirus presley
OTU2073,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Schitoviridae,Enquatrovirus,
OTU2074,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Schitoviridae,Enquatrovirus,
OTU2076,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Schitoviridae,Enquatrovirus,Enquatrovirus N4
OTU2084,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Schitoviridae,Enquatrovirus,
OTU2091,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Lederbergvirus,Salmonella phage g341c
OTU2093,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Lederbergvirus,Lederbergvirus Sf6
OTU2096,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Kuravirus,
OTU2097,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Kuravirus,Kuravirus phiEco32
OTU2099,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Phikmvvirus,
OTU2101,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Limelightvirus,Limelightvirus limelight
OTU2102,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Stubburvirus,Stubburvirus LKA1
OTU2107,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Phikmvvirus,
OTU2112,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Pradovirus,Pradovirus prado
OTU2113,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2115,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jamesmcgillvirus,Jamesmcgillvirus jv119X
OTU2116,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Podoviridae,,Pseudomonas phage AF
OTU2117,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Bifseptvirus,Bifseptvirus Bf7
OTU2118,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Kochitakasuvirus,Kochitakasuvirus KPP25
OTU2120,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jamesmcgillvirus,Pseudomonas phage PaP2
OTU2124,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Firingavirus,Firingavirus RSK1
OTU2134,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2135,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2136,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptococcus phage 315.1
OTU2141,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Teseptimavirus,Teseptimavirus 13a
OTU2142,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Berlinvirus,Berlinvirus 285P
OTU2148,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Teseptimavirus,Teseptimavirus T7
OTU2153,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Teseptimavirus,
OTU2155,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Teseptimavirus,
OTU2156,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Troedvirus,Troedvirus Phi15
OTU2157,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Teseptimavirus,
OTU2158,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Ghunavirus,Ghunavirus PSA2
OTU2161,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Teseptimavirus,Teseptimavirus IME15
OTU2163,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Teseptimavirus,Teseptimavirus YpPY
OTU2169,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Podoviridae,,Xanthomonas citri phage CP2
OTU2175,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Myoviridae,,Salmonella phage ST64B
OTU2176,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Podoviridae,,Sinorhizobium phage PBC5
OTU2178,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Triavirus,Triavirus tv42e
OTU2181,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Triavirus,Triavirus SLT
OTU2183,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Biseptimavirus,Biseptimavirus bv77
OTU2184,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Peeveelvirus,Peeveelvirus PVL108
OTU2185,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Actinoplanes phage phiAsp2
OTU2186,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2192,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2193,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Waukeshavirus,Waukeshavirus waukesha92
OTU2195,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Camtrevirus,Camtrevirus CM3
OTU2196,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2199,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Predatorvirus,Predatorvirus predator
OTU2200,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Bignuzvirus,Bignuzvirus bignuz
OTU2201,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Brochothrix phage BL3
OTU2202,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Brochothrix phage NF5
OTU2205,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Burkholderia phage Bcep176
OTU2208,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Kilunavirus,Kilunavirus KL1
OTU2209,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Ceduovirus,Ceduovirus bIL67
OTU2210,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Ceduovirus,Ceduovirus c2
OTU2213,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Colossusvirus,Colossusvirus colossus
OTU2214,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Charlievirus,Charlievirus Charlie
OTU2215,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Charlievirus,Charlievirus redi
OTU2216,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Ardmore
OTU2218,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Boomer
OTU2221,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus DeadP
OTU2222,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Drago
OTU2223,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Fruitloop
OTU2224,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus GUmbie
OTU2225,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Llij
OTU2226,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus PMC
OTU2227,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Pacc40
OTU2228,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Ramsey
OTU2229,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus SG4
OTU2230,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Taj
OTU2232,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium virus Wee
OTU2233,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Brujitavirus,Brujitavirus babsiella
OTU2234,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Brujitavirus,Brujitavirus brujita
OTU2235,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Chenonavirus,Chenonavirus Che9c
OTU2236,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Casjensviridae,Chivirus,Chivirus SPN19
OTU2237,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Casjensviridae,Chivirus,Chivirus chi
OTU2238,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Casjensviridae,Chivirus,Chivirus FSLSP030
OTU2239,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Casjensviridae,Chivirus,Chivirus FSLSP088
OTU2240,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Casjensviridae,Chivirus,Chivirus iEPS5
OTU2242,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cinunavirus,Cinunavirus CN1A
OTU2244,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2248,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Zierdtviridae,Chunghsingvirus,Corynebacterium virus P1201
OTU2249,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Cronobacter phage ENT39118
OTU2251,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Casadabanvirus D3112
OTU2252,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Casadabanvirus DMS3
OTU2253,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Casadabanvirus MP22
OTU2255,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Casadabanvirus MP38
OTU2256,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Casadabanvirus PA1KOR
OTU2257,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Detrevirus,Detrevirus D3
OTU2258,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Detrevirus,Detrevirus PMG1
OTU2259,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Casjensviridae,Enchivirus,Enchivirus Enc34
OTU2262,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Enterobacteria phage ES18
OTU2263,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Wanchaivirus,Wanchaivirus HK106
OTU2264,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Wongtaivirus,Wongtaivirus HK542
OTU2265,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Kwaitsingvirus,Kwaitsingvirus HK544
OTU2266,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2268,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Enterococcus phage phiEf11
OTU2269,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Iapetusvirus,Iapetusvirus EaH1
OTU2270,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Erskinevirus,Erskinevirus EaH2
OTU2274,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2278,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Emalynvirus,Emalynvirus GTE2
OTU2280,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Getseptimavirus,Getseptimavirus GTE7
OTU2281,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Liefievirus,Mycobacterium virus Halo
OTU2282,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Liefievirus,Mycobacterium virus Liefie
OTU2287,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jerseyvirus,Jerseyvirus Ent1
OTU2288,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jerseyvirus,Jerseyvirus jersey
OTU2289,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jerseyvirus,Jerseyvirus SE2
OTU2290,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jerseyvirus,Jerseyvirus SETP3
OTU2291,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jerseyvirus,Jerseyvirus SS3e
OTU2292,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Klebsiella phage phiKO2
OTU2293,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Fromanvirus alma
OTU2297,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Fromanvirus Che12
OTU2298,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Fromanvirus D29
OTU2302,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Fromanvirus L5
OTU2303,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Backyardiganvirus,Backyardiganvirus LHTSCC
OTU2305,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Backyardiganvirus,Backyardiganvirus peaches
OTU2307,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pukovnikvirus,Pukovnikvirus pukovnik
OTU2308,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Fromanvirus redrock
OTU2310,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Fromanvirus SWU1
OTU2313,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Fromanvirus trixie
OTU2314,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Turbidovirus,Turbidovirus turbido
OTU2315,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Fromanvirus U2
OTU2320,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactobacillus phage JCL1032
OTU2321,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2323,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2324,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2328,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Larmunavirus,Larmunavirus Lrm1
OTU2329,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2330,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2331,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactobacillus phage Sha1
OTU2332,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactobacillus phage phiJB
OTU2334,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2336,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fremauxvirus,Fremauxvirus fv1706
OTU2337,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus sv340
OTU2339,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Audreyjarvisvirus,Audreyjarvisvirus av949
OTU2340,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2341,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Vedamuthuvirus,Vedamuthuvirus BM13
OTU2343,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Teubervirus,Teubervirus P087
OTU2347,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactococcus phage P335
OTU2348,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus P680
OTU2349,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2350,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactococcus phage Tuc2009
OTU2352,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactococcus phage bIL286
OTU2354,Viruses,,,,,,,Lactococcus phage bIL310
OTU2355,Viruses,,,,,,,Lactococcus phage bIL311
OTU2357,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus jm2
OTU2358,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus jm3
OTU2359,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus sv7
OTU2360,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Audreyjarvisvirus,Audreyjarvisvirus L47
